id_matricula,id_turma,id_aluno,data_matricula,situacao,data_situacao
7831,1,783,2021-06-14,Finalizado,2021-11-01
7843,3,784,2020-05-25,Finalizado,2020-09-28
7844,4,784,2021-03-01,Trancado,2021-04-25
7853,3,785,2020-05-25,Evadido,2020-09-14
7852,2,785,2021-03-08,Trancado,2021-05-20
7862,2,786,2021-03-08,Finalizado,2021-06-21
7874,4,787,2021-03-01,Finalizado,2021-06-21
7872,2,787,2021-03-08,Finalizado,2021-06-21
7883,3,788,2020-05-25,Evadido,2020-07-30
7881,1,788,2021-06-14,Evadido,2021-09-20
7894,4,789,2021-03-01,Finalizado,2021-06-21
7895,5,789,2020-06-08,Finalizado,2020-10-12
7901,1,790,2021-06-14,Evadido,2021-07-30
7912,2,791,2021-03-08,Finalizado,2021-06-21
7914,4,791,2021-03-01,Finalizado,2021-06-21
7934,4,793,2021-03-01,Evadido,2021-03-15
7932,2,793,2021-03-08,Evadido,2021-05-25
7945,5,794,2020-06-08,Evadido,2020-10-03
7953,3,795,2020-05-25,Evadido,2020-06-05
7952,2,795,2021-03-08,Finalizado,2021-06-21
7965,5,796,2020-06-08,Finalizado,2020-10-12
7962,2,796,2021-03-08,Finalizado,2021-06-21
7972,2,797,2021-03-08,Evadido,2021-04-25
7981,1,798,2021-06-14,Cancelado,2021-08-11
7995,5,799,2020-06-08,Evadido,2020-09-12
7992,2,799,2021-03-08,Finalizado,2021-06-21
8003,3,800,2020-05-25,Finalizado,2020-09-28
8014,4,801,2021-03-01,Finalizado,2021-06-21
8021,1,802,2021-06-14,Finalizado,2021-11-01
8045,5,804,2020-06-08,Evadido,2020-08-15
8042,2,804,2021-03-08,Finalizado,2021-06-21
8051,1,805,2021-06-14,Cancelado,2021-09-08
8064,4,806,2021-03-01,Finalizado,2021-06-21
8061,1,806,2021-06-14,Finalizado,2021-11-01
8071,1,807,2021-06-14,Evadido,2021-08-21
8072,2,807,2021-03-08,Evadido,2021-04-06
8094,4,809,2021-03-01,Finalizado,2021-06-21
8095,5,809,2020-06-08,Evadido,2020-08-14
8103,3,810,2020-05-25,Finalizado,2020-09-28
8113,3,811,2020-05-25,Evadido,2020-06-27
8115,5,811,2020-06-08,Finalizado,2020-10-12
8123,3,812,2020-05-25,Evadido,2020-06-22
8134,4,813,2021-03-01,Finalizado,2021-06-21
8143,3,814,2020-05-25,Finalizado,2020-09-28
8142,2,814,2021-03-08,Evadido,2021-05-20
8154,4,815,2021-03-01,Cancelado,2021-05-05
8164,4,816,2021-03-01,Finalizado,2021-06-21
8171,1,817,2021-06-14,Evadido,2021-07-31
8172,2,817,2021-03-08,Evadido,2021-03-09
8181,1,818,2021-06-14,Evadido,2021-10-22
8185,5,818,2020-06-08,Evadido,2020-10-07
8194,4,819,2021-03-01,Finalizado,2021-06-21
8204,4,820,2021-03-01,Evadido,2021-04-15
8202,2,820,2021-03-08,Evadido,2021-06-10
8213,3,821,2020-05-25,Evadido,2020-05-25
8211,1,821,2021-06-14,Evadido,2021-07-10
8222,2,822,2021-03-08,Cancelado,2021-04-09
8235,5,823,2020-06-08,Finalizado,2020-10-12
8234,4,823,2021-03-01,Finalizado,2021-06-21
8244,4,824,2021-03-01,Evadido,2021-05-22
8264,4,826,2021-03-01,Evadido,2021-06-02
8273,3,827,2020-05-25,Finalizado,2020-09-28
8274,4,827,2021-03-01,Finalizado,2021-06-21
8282,2,828,2021-03-08,Evadido,2021-04-20
8284,4,828,2021-03-01,Finalizado,2021-06-21
8291,1,829,2021-06-14,Trancado,2021-08-28
8292,2,829,2021-03-08,Evadido,2021-04-07
8302,2,830,2021-03-08,Finalizado,2021-06-21
8313,3,831,2020-05-25,Finalizado,2020-09-28
8314,4,831,2021-03-01,Evadido,2021-06-16
8325,5,832,2020-06-08,Finalizado,2020-10-12
8324,4,832,2021-03-01,Evadido,2021-05-25
8333,3,833,2020-05-25,Evadido,2020-08-03
8335,5,833,2020-06-08,Finalizado,2020-10-12
8341,1,834,2021-06-14,Finalizado,2021-11-01
8345,5,834,2020-06-08,Evadido,2020-10-07
8355,5,835,2020-06-08,Finalizado,2020-10-12
8352,2,835,2021-03-08,Finalizado,2021-06-21
8365,5,836,2020-06-08,Finalizado,2020-10-12
8371,1,837,2021-06-14,Evadido,2021-10-17
8373,3,837,2020-05-25,Finalizado,2020-09-28
8385,5,838,2020-06-08,Evadido,2020-07-12
8391,1,839,2021-06-14,Evadido,2021-07-17
8414,4,841,2021-03-01,Finalizado,2021-06-21
8412,2,841,2021-03-08,Finalizado,2021-06-21
8424,4,842,2021-03-01,Finalizado,2021-06-21
8431,1,843,2021-06-14,Evadido,2021-07-22
8432,2,843,2021-03-08,Evadido,2021-04-06
8443,3,844,2020-05-25,Finalizado,2020-09-28
8441,1,844,2021-06-14,Evadido,2021-07-05
8454,4,845,2021-03-01,Evadido,2021-04-11
8461,1,846,2021-06-14,Finalizado,2021-11-01
8463,3,846,2020-05-25,Trancado,2020-07-02
8475,5,847,2020-06-08,Cancelado,2020-10-07
8473,3,847,2020-05-25,Trancado,2020-07-14
8482,2,848,2021-03-08,Evadido,2021-05-22
8502,2,850,2021-03-08,Evadido,2021-03-24
8515,5,851,2020-06-08,Finalizado,2020-10-12
8511,1,851,2021-06-14,Finalizado,2021-11-01
8523,3,852,2020-05-25,Trancado,2020-09-15
8533,3,853,2020-05-25,Finalizado,2020-09-28
8542,2,854,2021-03-08,Trancado,2021-04-21
8541,1,854,2021-06-14,Finalizado,2025-11-01
8561,1,856,2021-06-14,Cancelado,2021-09-16
8564,4,856,2021-03-01,Finalizado,2021-06-21
8573,3,857,2020-05-25,Finalizado,2020-09-28
8581,1,858,2021-06-14,Finalizado,2021-11-01
8584,4,858,2021-03-01,Finalizado,2021-06-21
8591,1,859,2021-06-14,Trancado,2021-07-17
8595,5,859,2020-06-08,Finalizado,2020-10-12
8601,1,860,2021-06-14,Evadido,2021-06-23
8612,2,861,2021-03-08,Finalizado,2021-06-21
8622,2,862,2021-03-08,Trancado,2021-04-18
8631,1,863,2021-06-14,Trancado,2021-09-19
8643,3,864,2020-05-25,Evadido,2020-08-23
8653,3,865,2020-05-25,Finalizado,2020-09-28
8663,3,866,2020-05-25,Finalizado,2020-09-28
8665,5,866,2020-06-08,Finalizado,2020-10-12
8681,1,868,2021-06-14,Finalizado,2021-11-01
8685,5,868,2020-06-08,Evadido,2020-07-23
8695,5,869,2020-06-08,Finalizado,2020-10-12
8692,2,869,2021-03-08,Finalizado,2021-06-21
8704,4,870,2021-03-01,Finalizado,2021-06-21
8715,5,871,2020-06-08,Finalizado,2020-10-12
8732,2,873,2021-03-08,Finalizado,2021-06-21
8733,3,873,2020-05-25,Finalizado,2020-09-28
8742,2,874,2021-03-08,Evadido,2021-05-10
8743,3,874,2020-05-25,Finalizado,2020-09-28
8751,1,875,2021-06-14,Finalizado,2021-11-01
8773,3,877,2020-05-25,Evadido,2020-09-25
8775,5,877,2020-06-08,Evadido,2020-08-19
8785,5,878,2020-06-08,Finalizado,2020-10-12
8794,4,879,2021-03-01,Finalizado,2021-06-21
8793,3,879,2020-05-25,Evadido,2020-09-24
8803,3,880,2020-05-25,Finalizado,2020-09-28
8802,2,880,2021-03-08,Trancado,2021-05-05
8814,4,881,2021-03-01,Finalizado,2021-06-21
8813,3,881,2020-05-25,Finalizado,2020-09-28
8822,2,882,2021-03-08,Evadido,2021-06-04
8824,4,882,2021-03-01,Evadido,2021-06-18
8833,3,883,2020-05-25,Trancado,2020-07-13
8845,5,884,2020-06-08,Finalizado,2020-10-12
8841,1,884,2021-06-14,Evadido,2021-06-27
8854,4,885,2021-03-01,Evadido,2021-05-13
8864,4,886,2021-03-01,Evadido,2021-03-30
8875,5,887,2020-06-08,Finalizado,2020-10-12
8874,4,887,2021-03-01,Finalizado,2021-06-21
8881,1,888,2021-06-14,Finalizado,2021-11-01
8883,3,888,2020-05-25,Finalizado,2020-09-28
8891,1,889,2021-06-14,Finalizado,2021-11-01
8895,5,889,2020-06-08,Finalizado,2020-10-12
8904,4,890,2021-03-01,Finalizado,2021-06-21
8901,1,890,2021-06-14,Trancado,2021-07-10
8911,1,891,2021-06-14,Finalizado,2021-11-01
8921,1,892,2021-06-14,Finalizado,2021-11-01
8924,4,892,2021-03-01,Finalizado,2021-06-21
8935,5,893,2020-06-08,Finalizado,2020-10-12
8931,1,893,2021-06-14,Evadido,2021-07-20
8941,1,894,2021-06-14,Finalizado,2021-11-01
8944,4,894,2021-03-01,Cancelado,2021-06-20
8951,1,895,2021-06-14,Evadido,2021-10-05
8955,5,895,2020-06-08,Finalizado,2020-10-12
8963,3,896,2020-05-25,Finalizado,2020-09-28
8965,5,896,2020-06-08,Trancado,2020-09-17
8973,3,897,2020-05-25,Finalizado,2020-09-28
8983,3,898,2020-05-25,Finalizado,2020-09-28
8982,2,898,2021-03-08,Trancado,2021-05-13
8992,2,899,2021-03-08,Finalizado,2021-06-21
9002,2,900,2021-03-08,Evadido,2021-06-20
9005,5,900,2020-06-08,Evadido,2020-08-13
9024,4,902,2021-03-01,Evadido,2021-05-25
9023,3,902,2020-05-25,Evadido,2020-06-03
9035,5,903,2020-06-08,Finalizado,2020-10-12
9031,1,903,2021-06-14,Finalizado,2021-11-01
9044,4,904,2021-03-01,Finalizado,2021-06-21
9045,5,904,2020-06-08,Evadido,2020-09-21
9051,1,905,2021-06-14,Finalizado,2021-11-01
9065,5,906,2020-06-08,Finalizado,2020-10-12
9063,3,906,2020-05-25,Finalizado,2020-09-28
9071,1,907,2021-06-14,Trancado,2021-10-24
9074,4,907,2021-03-01,Finalizado,2021-06-21
9083,3,908,2020-05-25,Finalizado,2020-09-28
9093,3,909,2020-05-25,Evadido,2020-08-26
9094,4,909,2021-03-01,Evadido,2021-04-10
9101,1,910,2021-06-14,Evadido,2021-08-14
9111,1,911,2021-06-14,Finalizado,2021-11-01
9113,3,911,2020-05-25,Finalizado,2020-09-28
9121,1,912,2021-06-14,Finalizado,2021-11-01
9134,4,913,2021-03-01,Finalizado,2021-06-21
9145,5,914,2020-06-08,Cancelado,2020-08-17
9162,2,916,2021-03-08,Finalizado,2021-06-21
9165,5,916,2020-06-08,Finalizado,2020-10-12
9171,1,917,2021-06-14,Finalizado,2021-11-01
9193,3,919,2020-05-25,Evadido,2020-07-28
9195,5,919,2020-06-08,Finalizado,2020-10-12
9205,5,920,2020-06-08,Evadido,2020-08-31
9215,5,921,2020-06-08,Finalizado,2020-10-12
9231,1,923,2021-06-14,Evadido,2021-09-05
9233,3,923,2020-05-25,Evadido,2020-07-20
9242,2,924,2021-03-08,Finalizado,2021-06-21
9243,3,924,2020-05-25,Evadido,2020-07-26
9254,4,925,2021-03-01,Finalizado,2021-06-21
9255,5,925,2020-06-08,Finalizado,2020-10-12
9264,4,926,2021-03-01,Evadido,2021-06-09
9261,1,926,2021-06-14,Cancelado,2021-10-06
9274,4,927,2021-03-01,Finalizado,2021-06-21
9272,2,927,2021-03-08,Finalizado,2021-06-21
9281,1,928,2021-06-14,Evadido,2021-07-09
9285,5,928,2020-06-08,Finalizado,2020-10-12
9292,2,929,2021-03-08,Trancado,2021-06-18
9293,3,929,2020-05-25,Finalizado,2020-09-28
9305,5,930,2020-06-08,Finalizado,2020-10-12
9301,1,930,2021-06-14,Evadido,2021-08-05
9313,3,931,2020-05-25,Finalizado,2020-09-28
9321,1,932,2021-06-14,Finalizado,2021-11-01
9325,5,932,2020-06-08,Finalizado,2020-10-12
9333,3,933,2020-05-25,Finalizado,2020-09-28
9344,4,934,2021-03-01,Finalizado,2021-06-21
9345,5,934,2020-06-08,Evadido,2020-10-10
9353,3,935,2020-05-25,Finalizado,2020-09-28
9352,2,935,2021-03-08,Finalizado,2021-06-21
9365,5,936,2020-06-08,Finalizado,2020-10-12
9375,5,937,2020-06-08,Finalizado,2020-10-12
9383,3,938,2020-05-25,Finalizado,2020-09-28
9394,4,939,2021-03-01,Finalizado,2021-06-21
9393,3,939,2020-05-25,Evadido,2020-08-20
9404,4,940,2021-03-01,Finalizado,2021-06-21
9403,3,940,2020-05-25,Evadido,2020-06-09
9412,2,941,2021-03-08,Finalizado,2021-06-21
9415,5,941,2020-06-08,Finalizado,2020-10-12
9421,1,942,2021-06-14,Finalizado,2021-11-01
9422,2,942,2021-03-08,Evadido,2021-03-10
9433,3,943,2020-05-25,Evadido,2020-06-18
9431,1,943,2021-06-14,Finalizado,2021-11-01
9442,2,944,2021-03-08,Finalizado,2021-06-21
9452,2,945,2021-03-08,Evadido,2021-05-22
9454,4,945,2021-03-01,Finalizado,2021-06-21
9464,4,946,2021-03-01,Evadido,2021-03-29
9473,3,947,2020-05-25,Evadido,2020-06-20
9481,1,948,2021-06-14,Trancado,2021-08-26
9492,2,949,2021-03-08,Finalizado,2021-06-21
9501,1,950,2021-06-14,Finalizado,2021-11-01
9504,4,950,2021-03-01,Evadido,2021-04-18
9515,5,951,2020-06-08,Finalizado,2020-10-12
9524,4,952,2021-03-01,Finalizado,2021-06-21
9525,5,952,2020-06-08,Finalizado,2020-10-12
9531,1,953,2021-06-14,Finalizado,2021-11-01
9535,5,953,2020-06-08,Evadido,2020-07-18
9545,5,954,2020-06-08,Finalizado,2020-10-12
9543,3,954,2020-05-25,Finalizado,2020-09-28
9554,4,955,2021-03-01,Evadido,2021-06-13
9565,5,956,2020-06-08,Evadido,2020-06-23
9571,1,957,2021-06-14,Evadido,2021-06-27
9573,3,957,2020-05-25,Finalizado,2020-09-28
9584,4,958,2021-03-01,Evadido,2021-03-13
9583,3,958,2020-05-25,Evadido,2020-07-05
9594,4,959,2021-03-01,Evadido,2021-03-24
9592,2,959,2021-03-08,Evadido,2021-04-08
9601,1,960,2021-06-14,Finalizado,2021-11-01
9614,4,961,2021-03-01,Evadido,2021-03-04
9624,4,962,2021-03-01,Finalizado,2021-06-21
9621,1,962,2021-06-14,Finalizado,2021-11-01
9645,5,964,2020-06-08,Finalizado,2020-10-12
9643,3,964,2020-05-25,Finalizado,2020-09-28
9661,1,966,2021-06-14,Evadido,2021-08-21
9665,5,966,2020-06-08,Finalizado,2020-10-12
9671,1,967,2021-06-14,Finalizado,2021-11-01
9672,2,967,2021-03-08,Finalizado,2021-06-21
9685,5,968,2020-06-08,Trancado,2020-07-21
9683,3,968,2020-05-25,Finalizado,2020-09-28
9694,4,969,2021-03-01,Evadido,2021-03-01
9691,1,969,2021-06-14,Finalizado,2021-11-01
9705,5,970,2020-06-08,Evadido,2020-09-09
9704,4,970,2021-03-01,Finalizado,2021-06-21
9715,5,971,2020-06-08,Finalizado,2020-10-12
9713,3,971,2020-05-25,Finalizado,2020-09-28
9725,5,972,2020-06-08,Finalizado,2020-10-12
9724,4,972,2021-03-01,Trancado,2021-03-03
9732,2,973,2021-03-08,Trancado,2021-06-04
9731,1,973,2021-06-14,Finalizado,2021-11-01
9745,5,974,2020-06-08,Finalizado,2020-10-12
9742,2,974,2021-03-08,Finalizado,2021-06-21
9753,3,975,2020-05-25,Finalizado,2020-09-28
9764,4,976,2021-03-01,Finalizado,2021-06-21
9773,3,977,2020-05-25,Finalizado,2020-09-28
9785,5,978,2020-06-08,Trancado,2020-09-13
9793,3,979,2020-05-25,Finalizado,2020-09-28
9795,5,979,2020-06-08,Trancado,2020-09-04
9804,4,980,2021-03-01,Evadido,2021-04-16
9803,3,980,2020-05-25,Finalizado,2020-09-28
9815,5,981,2020-06-08,Finalizado,2020-10-12
9813,3,981,2020-05-25,Trancado,2020-05-29
9831,1,983,2021-06-14,Evadido,2021-08-16
9833,3,983,2020-05-25,Trancado,2020-09-06
9845,5,984,2020-06-08,Evadido,2020-06-09
9851,1,985,2021-06-14,Evadido,2021-07-21
9861,1,986,2021-06-14,Finalizado,2021-11-01
9863,3,986,2020-05-25,Finalizado,2020-09-28
9874,4,987,2021-03-01,Finalizado,2021-06-21
9873,3,987,2020-05-25,Evadido,2020-07-16
9885,5,988,2020-06-08,Finalizado,2020-10-12
9884,4,988,2021-03-01,Finalizado,2021-06-21
9893,3,989,2020-05-25,Finalizado,2020-09-28
9904,4,990,2021-03-01,Trancado,2021-06-06
9901,1,990,2021-06-14,Evadido,2021-11-01
9915,5,991,2020-06-08,Finalizado,2020-10-12
9923,3,992,2020-05-25,Finalizado,2020-09-28
9925,5,992,2020-06-08,Finalizado,2020-10-12
9932,2,993,2021-03-08,Evadido,2021-06-01
9942,2,994,2021-03-08,Finalizado,2021-06-21
9954,4,995,2021-03-01,Finalizado,2021-06-21
9955,5,995,2020-06-08,Finalizado,2020-10-12
9963,3,996,2020-05-25,Evadido,2020-09-17
9965,5,996,2020-06-08,Finalizado,2020-10-12
9975,5,997,2020-06-08,Finalizado,2020-10-12
9971,1,997,2021-06-14,Finalizado,2021-11-01
9982,2,998,2021-03-08,Evadido,2021-03-27
9992,2,999,2021-03-08,Trancado,2021-03-11
9993,3,999,2020-05-25,Evadido,2020-06-23
10002,2,1000,2021-03-08,Finalizado,2021-06-21
10011,1,1001,2021-06-14,Finalizado,2021-11-01
10015,5,1001,2020-06-08,Finalizado,2020-10-12
10025,5,1002,2020-06-08,Evadido,2020-06-14
10021,1,1002,2021-06-14,Evadido,2021-10-26
10031,1,1003,2021-06-14,Evadido,2021-10-03
10035,5,1003,2020-06-08,Evadido,2020-07-06
10042,2,1004,2021-03-08,Finalizado,2021-06-21
10041,1,1004,2021-06-14,Evadido,2021-09-21
10072,2,1007,2021-03-08,Finalizado,2021-06-21
10071,1,1007,2021-06-14,Finalizado,2021-11-01
10082,2,1008,2021-03-08,Finalizado,2021-06-21
10093,3,1009,2020-05-25,Evadido,2020-08-10
10092,2,1009,2021-03-08,Finalizado,2021-06-21
10101,1,1010,2021-06-14,Trancado,2021-08-27
10104,4,1010,2021-03-01,Evadido,2021-03-26
10123,3,1012,2020-05-25,Finalizado,2020-09-28
10124,4,1012,2021-03-01,Evadido,2021-04-03
10131,1,1013,2021-06-14,Finalizado,2021-11-01
10142,2,1014,2021-03-08,Evadido,2021-05-24
10154,4,1015,2021-03-01,Finalizado,2021-06-21
10162,2,1016,2021-03-08,Trancado,2021-03-31
10171,1,1017,2021-06-14,Evadido,2021-07-10
10185,5,1018,2020-06-08,Finalizado,2020-10-12
10194,4,1019,2021-03-01,Finalizado,2021-06-21
10204,4,1020,2021-03-01,Finalizado,2021-06-21
10224,4,1022,2021-03-01,Finalizado,2021-06-21
10232,2,1023,2021-03-08,Cancelado,2021-05-21
10245,5,1024,2020-06-08,Evadido,2020-08-17
10242,2,1024,2021-03-08,Finalizado,2021-06-21
10255,5,1025,2020-06-08,Finalizado,2020-10-12
10253,3,1025,2020-05-25,Evadido,2020-07-13
10261,1,1026,2021-06-14,Finalizado,2021-11-01
10264,4,1026,2021-03-01,Finalizado,2021-06-21
10272,2,1027,2021-03-08,Evadido,2021-05-18
10285,5,1028,2020-06-08,Finalizado,2020-10-12
10295,5,1029,2020-06-08,Trancado,2020-09-03
10291,1,1029,2021-06-14,Finalizado,2021-11-01
10305,5,1030,2020-06-08,Finalizado,2020-10-12
10312,2,1031,2021-03-08,Evadido,2021-04-04
10314,4,1031,2021-03-01,Finalizado,2021-06-21
10323,3,1032,2020-05-25,Finalizado,2020-09-28
10332,2,1033,2021-03-08,Finalizado,2021-06-21
10334,4,1033,2021-03-01,Finalizado,2021-06-21
10343,3,1034,2020-05-25,Finalizado,2020-09-28
10363,3,1036,2020-05-25,Evadido,2020-06-04
10361,1,1036,2021-06-14,Finalizado,2021-11-01
10375,5,1037,2020-06-08,Trancado,2020-09-18
10372,2,1037,2021-03-08,Evadido,2021-03-09
10382,2,1038,2021-03-08,Finalizado,2021-06-21
10385,5,1038,2020-06-08,Finalizado,2020-10-12
10395,5,1039,2020-06-08,Finalizado,2020-10-12
10403,3,1040,2020-05-25,Finalizado,2020-09-28
10411,1,1041,2021-06-14,Finalizado,2021-11-01
10412,2,1041,2021-03-08,Evadido,2021-05-15
10424,4,1042,2021-03-01,Finalizado,2021-06-21
10431,1,1043,2021-06-14,Evadido,2021-07-21
10432,2,1043,2021-03-08,Finalizado,2021-06-21
10442,2,1044,2021-03-08,Finalizado,2021-06-21
10443,3,1044,2020-05-25,Evadido,2020-09-03
10454,4,1045,2021-03-01,Finalizado,2021-06-21
10451,1,1045,2021-06-14,Finalizado,2021-11-01
10465,5,1046,2020-06-08,Finalizado,2020-10-12
10472,2,1047,2021-03-08,Finalizado,2021-06-21
10483,3,1048,2020-05-25,Finalizado,2020-09-28
10494,4,1049,2021-03-01,Trancado,2021-04-06
10492,2,1049,2021-03-08,Evadido,2021-03-12
10501,1,1050,2021-06-14,Evadido,2021-07-10
10502,2,1050,2021-03-08,Finalizado,2021-06-21
10511,1,1051,2021-06-14,Finalizado,2021-11-01
10514,4,1051,2021-03-01,Evadido,2021-03-13
10521,1,1052,2021-06-14,Finalizado,2021-11-01
10522,2,1052,2021-03-08,Finalizado,2021-06-21
10534,4,1053,2021-03-01,Evadido,2021-05-13
10531,1,1053,2021-06-14,Trancado,2021-09-21
10545,5,1054,2020-06-08,Evadido,2020-08-26
10542,2,1054,2021-03-08,Finalizado,2021-06-21
10551,1,1055,2021-06-14,Evadido,2021-06-27
10562,2,1056,2021-03-08,Evadido,2021-04-24
10574,4,1057,2021-03-01,Finalizado,2021-06-21
10582,2,1058,2021-03-08,Finalizado,2021-06-21
10583,3,1058,2020-05-25,Finalizado,2020-09-28
10592,2,1059,2021-03-08,Finalizado,2021-06-21
10603,3,1060,2020-05-25,Evadido,2020-08-04
10604,4,1060,2021-03-01,Trancado,2021-05-13
10614,4,1061,2021-03-01,Finalizado,2021-06-21
10622,2,1062,2021-03-08,Finalizado,2021-06-21
10633,3,1063,2020-05-25,Finalizado,2020-09-28
10632,2,1063,2021-03-08,Evadido,2021-05-13
10641,1,1064,2021-06-14,Finalizado,2021-11-01
10643,3,1064,2020-05-25,Finalizado,2020-09-28
10655,5,1065,2020-06-08,Finalizado,2020-10-12
10651,1,1065,2021-06-14,Finalizado,2021-11-01
10675,5,1067,2020-06-08,Finalizado,2020-10-12
10684,4,1068,2021-03-01,Finalizado,2021-06-21
10693,3,1069,2020-05-25,Finalizado,2020-09-28
10705,5,1070,2020-06-08,Finalizado,2020-10-12
10703,3,1070,2020-05-25,Evadido,2020-07-18
10715,5,1071,2020-06-08,Finalizado,2020-10-12
10721,1,1072,2021-06-14,Evadido,2021-09-15
10731,1,1073,2021-06-14,Finalizado,2021-11-01
10735,5,1073,2020-06-08,Finalizado,2020-10-12
10742,2,1074,2021-03-08,Finalizado,2021-06-21
10743,3,1074,2020-05-25,Evadido,2020-09-02
10755,5,1075,2020-06-08,Finalizado,2020-10-12
10753,3,1075,2020-05-25,Evadido,2020-09-02
10762,2,1076,2021-03-08,Finalizado,2021-06-21
10771,1,1077,2021-06-14,Finalizado,2021-11-01
10773,3,1077,2020-05-25,Evadido,2020-05-27
10781,1,1078,2021-06-14,Trancado,2021-07-14
10793,3,1079,2020-05-25,Evadido,2020-06-06
10805,5,1080,2020-06-08,Finalizado,2020-10-12
10812,2,1081,2021-03-08,Finalizado,2021-06-21
10822,2,1082,2021-03-08,Finalizado,2021-06-21
10833,3,1083,2020-05-25,Finalizado,2020-09-28
10831,1,1083,2021-06-14,Evadido,2021-07-03
10845,5,1084,2020-06-08,Finalizado,2020-10-12
10851,1,1085,2021-06-14,Finalizado,2021-11-01
10862,2,1086,2021-03-08,Evadido,2021-04-22
10872,2,1087,2021-03-08,Finalizado,2021-06-21
10882,2,1088,2021-03-08,Finalizado,2021-06-21
10883,3,1088,2020-05-25,Finalizado,2020-09-28
10893,3,1089,2020-05-25,Finalizado,2020-09-28
10902,2,1090,2021-03-08,Finalizado,2021-06-21
10912,2,1091,2021-03-08,Finalizado,2021-06-21
10925,5,1092,2020-06-08,Evadido,2020-09-12
10935,5,1093,2020-06-08,Trancado,2020-08-11
10943,3,1094,2020-05-25,Finalizado,2020-09-28
10954,4,1095,2021-03-01,Finalizado,2021-06-21
10963,3,1096,2020-05-25,Finalizado,2020-09-28
10962,2,1096,2021-03-08,Evadido,2021-03-24
10975,5,1097,2020-06-08,Evadido,2020-08-03
10972,2,1097,2021-03-08,Trancado,2021-04-14
10984,4,1098,2021-03-01,Finalizado,2021-06-21
10992,2,1099,2021-03-08,Evadido,2021-06-13
10994,4,1099,2021-03-01,Finalizado,2021-06-21
11003,3,1100,2020-05-25,Finalizado,2020-09-28
11015,5,1101,2020-06-08,Finalizado,2020-10-12
11025,5,1102,2020-06-08,Finalizado,2020-10-12
11031,1,1103,2021-06-14,Finalizado,2021-11-01
11044,4,1104,2021-03-01,Evadido,2021-06-02
11041,1,1104,2021-06-14,Finalizado,2021-11-01
11051,1,1105,2021-06-14,Trancado,2021-09-09
11055,5,1105,2020-06-08,Finalizado,2020-10-12
11065,5,1106,2020-06-08,Evadido,2020-08-14
11071,1,1107,2021-06-14,Evadido,2021-10-16
11082,2,1108,2021-03-08,Finalizado,2021-06-21
11093,3,1109,2020-05-25,Evadido,2020-07-30
11092,2,1109,2021-03-08,Finalizado,2021-06-21
11105,5,1110,2020-06-08,Finalizado,2020-10-12
11104,4,1110,2021-03-01,Finalizado,2021-06-21
11114,4,1111,2021-03-01,Finalizado,2021-06-21
11122,2,1112,2021-03-08,Evadido,2021-05-31
11133,3,1113,2020-05-25,Finalizado,2020-09-28
11132,2,1113,2021-03-08,Finalizado,2021-06-21
11144,4,1114,2021-03-01,Finalizado,2021-06-21
11141,1,1114,2021-06-14,Finalizado,2021-11-01
11153,3,1115,2020-05-25,Finalizado,2020-09-28
11155,5,1115,2020-06-08,Evadido,2020-09-08
11162,2,1116,2021-03-08,Finalizado,2021-06-21
11161,1,1116,2021-06-14,Finalizado,2021-11-01
11172,2,1117,2021-03-08,Finalizado,2021-06-21
11174,4,1117,2021-03-01,Trancado,2021-03-03
11184,4,1118,2021-03-01,Evadido,2021-06-04
11185,5,1118,2020-06-08,Finalizado,2020-10-12
11191,1,1119,2021-06-14,Evadido,2021-10-21
11195,5,1119,2020-06-08,Finalizado,2020-10-12
11205,5,1120,2020-06-08,Finalizado,2020-10-12
11201,1,1120,2021-06-14,Finalizado,2021-11-01
11213,3,1121,2020-05-25,Evadido,2020-06-04
11224,4,1122,2021-03-01,Evadido,2021-05-08
11231,1,1123,2021-06-14,Finalizado,2021-11-01
11233,3,1123,2020-05-25,Cancelado,2020-09-12
11242,2,1124,2021-03-08,Finalizado,2021-06-21
11244,4,1124,2021-03-01,Finalizado,2021-06-21
11255,5,1125,2020-06-08,Trancado,2020-10-11
11254,4,1125,2021-03-01,Evadido,2021-04-09
11262,2,1126,2021-03-08,Trancado,2021-06-01
11265,5,1126,2020-06-08,Finalizado,2020-10-12
11271,1,1127,2021-06-14,Finalizado,2021-11-01
11281,1,1128,2021-06-14,Finalizado,2021-11-01
11301,1,1130,2021-06-14,Finalizado,2021-11-01
11314,4,1131,2021-03-01,Finalizado,2021-06-21
11323,3,1132,2020-05-25,Finalizado,2020-09-28
11321,1,1132,2021-06-14,Finalizado,2021-11-01
11331,1,1133,2021-06-14,Finalizado,2021-11-01
11335,5,1133,2020-06-08,Evadido,2020-08-22
11341,1,1134,2021-06-14,Finalizado,2021-11-01
11352,2,1135,2021-03-08,Evadido,2021-04-16
11362,2,1136,2021-03-08,Finalizado,2021-06-21
11364,4,1136,2021-03-01,Finalizado,2021-06-21
11373,3,1137,2020-05-25,Evadido,2020-08-09
11383,3,1138,2020-05-25,Cancelado,2020-07-21
11381,1,1138,2021-06-14,Finalizado,2021-11-01
11392,2,1139,2021-03-08,Evadido,2021-05-11
11394,4,1139,2021-03-01,Finalizado,2021-06-21
11401,1,1140,2021-06-14,Finalizado,2021-11-01
11402,2,1140,2021-03-08,Evadido,2021-04-11
