id_matricula,id_disciplina,data,nota
7614,402,2021-03-02,0.69
7614,402,2021-04-27,4.33
7614,403,2021-03-03,3.99
7614,403,2021-04-28,5.39
7614,404,2021-03-04,3.96
7614,404,2021-04-08,0.93
7614,404,2021-05-13,5.15
7614,405,2021-03-05,4.91
7614,405,2021-04-09,2.4
7614,405,2021-05-14,2.27
7612,201,2021-03-15,4.24
7612,201,2021-04-19,4.27
7612,201,2021-05-24,0.14
7612,202,2021-03-09,2.49
7612,202,2021-04-13,3.78
7612,202,2021-05-18,2.85
7612,203,2021-03-10,0.5
7612,203,2021-04-14,0.46
7612,203,2021-05-19,5.3
7612,204,2021-03-11,1.93
7612,204,2021-04-29,2.24
7612,205,2021-03-12,1.56
7612,205,2021-04-30,5.1
7612,206,2021-03-13,3.46
7612,206,2021-05-01,1.32
7623,301,2020-06-01,7.91
7623,301,2020-07-13,6.72
7623,301,2020-08-24,
7623,302,2020-05-26,6.54
7623,302,2020-07-28,
7623,303,2020-05-27,7.68
7623,303,2020-07-29,
7623,304,2020-05-28,6.27
7623,304,2020-07-09,6.3
7623,304,2020-08-20,
7623,305,2020-05-29,7.16
7623,305,2020-07-10,7.86
7623,305,2020-08-21,
7624,401,2021-03-08,6.27
7624,401,2021-04-12,7.67
7624,401,2021-05-17,7.27
7624,402,2021-03-02,7.97
7624,402,2021-04-27,7.52
7624,403,2021-03-03,7.91
7624,403,2021-04-28,7.9
7624,404,2021-03-04,7.19
7624,404,2021-04-08,7.63
7624,404,2021-05-13,7.66
7624,405,2021-03-05,7.79
7624,405,2021-04-09,7.42
7624,405,2021-05-14,7.37
7633,301,2020-06-01,8.19
7633,301,2020-07-13,8.46
7633,301,2020-08-24,8.61
7633,302,2020-05-26,8.71
7633,302,2020-07-28,8.77
7633,303,2020-05-27,8.58
7633,303,2020-07-29,8.76
7633,304,2020-05-28,8.21
7633,304,2020-07-09,8.29
7633,304,2020-08-20,8.48
7633,305,2020-05-29,8.57
7633,305,2020-07-10,8.04
7633,305,2020-08-21,8.35
7631,101,2021-06-21,8.82
7631,101,2021-08-02,8.79
7631,101,2021-09-13,8.79
7631,102,2021-06-15,8.09
7631,102,2021-08-24,8.98
7631,103,2021-06-16,8.66
7631,103,2021-08-25,8.28
7631,104,2021-06-17,8.02
7631,104,2021-07-29,8.34
7631,104,2021-09-09,8.24
7631,105,2021-06-18,8.01
7631,105,2021-07-30,8.91
7631,105,2021-09-10,8.63
7643,301,2020-06-01,9.64
7643,301,2020-07-13,9.34
7643,301,2020-08-24,9.08
7643,302,2020-05-26,9.85
7643,302,2020-07-28,9.93
7643,303,2020-05-27,9.53
7643,303,2020-07-29,9.15
7643,304,2020-05-28,9.41
7643,304,2020-07-09,9.23
7643,304,2020-08-20,9.27
7643,305,2020-05-29,9.51
7643,305,2020-07-10,9.49
7643,305,2020-08-21,9.98
7644,401,2021-03-08,9.29
7644,401,2021-04-12,9.28
7644,401,2021-05-17,9.06
7644,402,2021-03-02,9.35
7644,402,2021-04-27,9.2
7644,403,2021-03-03,9.22
7644,403,2021-04-28,9.81
7644,404,2021-03-04,9.82
7644,404,2021-04-08,9.28
7644,404,2021-05-13,9.83
7644,405,2021-03-05,9.22
7644,405,2021-04-09,9.15
7644,405,2021-05-14,9.85
7651,101,2021-06-21,4.54
7651,101,2021-08-02,2.97
7651,101,2021-09-13,
7651,102,2021-06-15,3.9
7651,102,2021-08-24,2.15
7651,103,2021-06-16,5.35
7651,103,2021-08-25,2.74
7651,104,2021-06-17,2.57
7651,104,2021-07-29,2.61
7651,104,2021-09-09,
7651,105,2021-06-18,0.55
7651,105,2021-07-30,1.51
7651,105,2021-09-10,
7665,501,2020-06-15,6.48
7665,501,2020-07-27,7.09
7665,501,2020-09-07,7.83
7665,502,2020-06-09,7.48
7665,502,2020-08-11,7.95
7665,503,2020-06-10,6.93
7665,503,2020-08-12,6.78
7665,504,2020-06-11,6.29
7665,504,2020-07-23,7.96
7665,504,2020-09-03,6.57
7665,505,2020-06-12,6.08
7665,505,2020-07-24,6.47
7665,505,2020-09-04,6.85
7662,201,2021-03-15,6.06
7662,201,2021-04-19,6.54
7662,201,2021-05-24,7.46
7662,202,2021-03-09,7.19
7662,202,2021-04-13,7.89
7662,202,2021-05-18,7.37
7662,203,2021-03-10,6.09
7662,203,2021-04-14,7.92
7662,203,2021-05-19,7.27
7662,204,2021-03-11,7.38
7662,204,2021-04-29,6.92
7662,205,2021-03-12,7.18
7662,205,2021-04-30,6.26
7662,206,2021-03-13,6.83
7662,206,2021-05-01,7.61
7675,501,2020-06-15,8.53
7675,501,2020-07-27,8.4
7675,501,2020-09-07,8.31
7675,502,2020-06-09,8.85
7675,502,2020-08-11,8.46
7675,503,2020-06-10,8.88
7675,503,2020-08-12,8.81
7675,504,2020-06-11,8.3
7675,504,2020-07-23,8.85
7675,504,2020-09-03,8.73
7675,505,2020-06-12,8.97
7675,505,2020-07-24,8.84
7675,505,2020-09-04,8.07
7685,501,2020-06-15,6.02
7685,501,2020-07-27,7.52
7685,501,2020-09-07,7.49
7685,502,2020-06-09,7.0
7685,502,2020-08-11,7.99
7685,503,2020-06-10,6.65
7685,503,2020-08-12,7.55
7685,504,2020-06-11,7.24
7685,504,2020-07-23,6.02
7685,504,2020-09-03,6.86
7685,505,2020-06-12,6.67
7685,505,2020-07-24,7.97
7685,505,2020-09-04,6.61
7684,401,2021-03-08,
7684,401,2021-04-12,
7684,401,2021-05-17,
7684,402,2021-03-02,6.79
7684,402,2021-04-27,
7684,403,2021-03-03,7.72
7684,403,2021-04-28,
7684,404,2021-03-04,7.9
7684,404,2021-04-08,
7684,404,2021-05-13,
7684,405,2021-03-05,7.52
7684,405,2021-04-09,
7684,405,2021-05-14,
7691,101,2021-06-21,6.43
7691,101,2021-08-02,
7691,101,2021-09-13,
7691,102,2021-06-15,7.92
7691,102,2021-08-24,
7691,103,2021-06-16,7.85
7691,103,2021-08-25,
7691,104,2021-06-17,6.08
7691,104,2021-07-29,
7691,104,2021-09-09,
7691,105,2021-06-18,6.04
7691,105,2021-07-30,
7691,105,2021-09-10,
7701,101,2021-06-21,6.27
7701,101,2021-08-02,
7701,101,2021-09-13,
7701,102,2021-06-15,6.1
7701,102,2021-08-24,
7701,103,2021-06-16,7.8
7701,103,2021-08-25,
7701,104,2021-06-17,6.16
7701,104,2021-07-29,
7701,104,2021-09-09,
7701,105,2021-06-18,7.39
7701,105,2021-07-30,
7701,105,2021-09-10,
7713,301,2020-06-01,8.44
7713,301,2020-07-13,8.61
7713,301,2020-08-24,8.39
7713,302,2020-05-26,8.98
7713,302,2020-07-28,8.68
7713,303,2020-05-27,8.47
7713,303,2020-07-29,8.68
7713,304,2020-05-28,8.36
7713,304,2020-07-09,8.58
7713,304,2020-08-20,8.08
7713,305,2020-05-29,8.13
7713,305,2020-07-10,8.14
7713,305,2020-08-21,8.9
7724,401,2021-03-08,9.35
7724,401,2021-04-12,9.46
7724,401,2021-05-17,9.71
7724,402,2021-03-02,9.03
7724,402,2021-04-27,9.51
7724,403,2021-03-03,9.61
7724,403,2021-04-28,9.55
7724,404,2021-03-04,9.64
7724,404,2021-04-08,9.79
7724,404,2021-05-13,9.23
7724,405,2021-03-05,9.86
7724,405,2021-04-09,9.87
7724,405,2021-05-14,9.74
7732,201,2021-03-15,7.67
7732,201,2021-04-19,
7732,201,2021-05-24,
7732,202,2021-03-09,7.02
7732,202,2021-04-13,7.09
7732,202,2021-05-18,
7732,203,2021-03-10,6.99
7732,203,2021-04-14,6.57
7732,203,2021-05-19,
7732,204,2021-03-11,6.98
7732,204,2021-04-29,
7732,205,2021-03-12,6.55
7732,205,2021-04-30,
7732,206,2021-03-13,7.8
7732,206,2021-05-01,
7745,501,2020-06-15,9.38
7745,501,2020-07-27,9.87
7745,501,2020-09-07,9.88
7745,502,2020-06-09,9.6
7745,502,2020-08-11,9.23
7745,503,2020-06-10,9.56
7745,503,2020-08-12,9.07
7745,504,2020-06-11,9.45
7745,504,2020-07-23,9.21
7745,504,2020-09-03,9.6
7745,505,2020-06-12,9.66
7745,505,2020-07-24,9.59
7745,505,2020-09-04,9.44
7755,501,2020-06-15,6.4
7755,501,2020-07-27,7.88
7755,501,2020-09-07,6.02
7755,502,2020-06-09,6.21
7755,502,2020-08-11,6.42
7755,503,2020-06-10,7.76
7755,503,2020-08-12,6.4
7755,504,2020-06-11,6.8
7755,504,2020-07-23,7.24
7755,504,2020-09-03,6.23
7755,505,2020-06-12,6.46
7755,505,2020-07-24,6.46
7755,505,2020-09-04,6.34
7763,301,2020-06-01,8.43
7763,301,2020-07-13,8.09
7763,301,2020-08-24,8.94
7763,302,2020-05-26,8.6
7763,302,2020-07-28,8.38
7763,303,2020-05-27,8.44
7763,303,2020-07-29,8.67
7763,304,2020-05-28,8.63
7763,304,2020-07-09,8.82
7763,304,2020-08-20,8.96
7763,305,2020-05-29,8.34
7763,305,2020-07-10,8.24
7763,305,2020-08-21,8.73
7762,201,2021-03-15,8.49
7762,201,2021-04-19,8.15
7762,201,2021-05-24,8.26
7762,202,2021-03-09,8.14
7762,202,2021-04-13,8.29
7762,202,2021-05-18,8.73
7762,203,2021-03-10,8.05
7762,203,2021-04-14,8.25
7762,203,2021-05-19,8.56
7762,204,2021-03-11,8.99
7762,204,2021-04-29,8.6
7762,205,2021-03-12,8.99
7762,205,2021-04-30,8.81
7762,206,2021-03-13,8.64
7762,206,2021-05-01,8.19
7775,501,2020-06-15,7.17
7775,501,2020-07-27,7.09
7775,501,2020-09-07,7.85
7775,502,2020-06-09,6.75
7775,502,2020-08-11,6.02
7775,503,2020-06-10,7.92
7775,503,2020-08-12,7.12
7775,504,2020-06-11,6.54
7775,504,2020-07-23,7.62
7775,504,2020-09-03,6.38
7775,505,2020-06-12,6.68
7775,505,2020-07-24,6.11
7775,505,2020-09-04,7.15
7781,101,2021-06-21,9.16
7781,101,2021-08-02,9.96
7781,101,2021-09-13,9.23
7781,102,2021-06-15,9.39
7781,102,2021-08-24,9.72
7781,103,2021-06-16,9.01
7781,103,2021-08-25,9.67
7781,104,2021-06-17,9.19
7781,104,2021-07-29,9.91
7781,104,2021-09-09,9.57
7781,105,2021-06-18,9.92
7781,105,2021-07-30,9.43
7781,105,2021-09-10,9.42
7793,301,2020-06-01,6.63
7793,301,2020-07-13,6.97
7793,301,2020-08-24,7.0
7793,302,2020-05-26,6.59
7793,302,2020-07-28,6.77
7793,303,2020-05-27,6.19
7793,303,2020-07-29,7.75
7793,304,2020-05-28,7.12
7793,304,2020-07-09,6.49
7793,304,2020-08-20,6.17
7793,305,2020-05-29,7.28
7793,305,2020-07-10,6.85
7793,305,2020-08-21,6.17
7803,301,2020-06-01,8.33
7803,301,2020-07-13,8.44
7803,301,2020-08-24,8.8
7803,302,2020-05-26,8.97
7803,302,2020-07-28,8.29
7803,303,2020-05-27,8.73
7803,303,2020-07-29,8.99
7803,304,2020-05-28,8.1
7803,304,2020-07-09,8.34
7803,304,2020-08-20,8.63
7803,305,2020-05-29,8.69
7803,305,2020-07-10,8.82
7803,305,2020-08-21,8.12
7802,201,2021-03-15,8.85
7802,201,2021-04-19,
7802,201,2021-05-24,
7802,202,2021-03-09,8.63
7802,202,2021-04-13,
7802,202,2021-05-18,
7802,203,2021-03-10,8.07
7802,203,2021-04-14,
7802,203,2021-05-19,
7802,204,2021-03-11,8.23
7802,204,2021-04-29,
7802,205,2021-03-12,8.58
7802,205,2021-04-30,
7802,206,2021-03-13,8.22
7802,206,2021-05-01,
7811,101,2021-06-21,0.51
7811,101,2021-08-02,1.8
7811,101,2021-09-13,1.56
7811,102,2021-06-15,3.35
7811,102,2021-08-24,3.75
7811,103,2021-06-16,4.55
7811,103,2021-08-25,5.9
7811,104,2021-06-17,2.01
7811,104,2021-07-29,5.06
7811,104,2021-09-09,2.15
7811,105,2021-06-18,2.24
7811,105,2021-07-30,4.41
7811,105,2021-09-10,2.06
7831,101,2021-06-21,7.79
7831,101,2021-08-02,6.69
7831,101,2021-09-13,6.27
7831,102,2021-06-15,7.28
7831,102,2021-08-24,6.28
7831,103,2021-06-16,6.17
7831,103,2021-08-25,7.03
7831,104,2021-06-17,7.44
7831,104,2021-07-29,7.36
7831,104,2021-09-09,7.05
7831,105,2021-06-18,7.71
7831,105,2021-07-30,7.15
7831,105,2021-09-10,6.09
7843,301,2020-06-01,8.08
7843,301,2020-07-13,8.44
7843,301,2020-08-24,8.16
7843,302,2020-05-26,8.45
7843,302,2020-07-28,8.39
7843,303,2020-05-27,8.9
7843,303,2020-07-29,8.53
7843,304,2020-05-28,8.72
7843,304,2020-07-09,8.15
7843,304,2020-08-20,8.44
7843,305,2020-05-29,8.04
7843,305,2020-07-10,8.02
7843,305,2020-08-21,8.04
7844,401,2021-03-08,8.21
7844,401,2021-04-12,8.18
7844,401,2021-05-17,
7844,402,2021-03-02,8.38
7844,402,2021-04-27,
7844,403,2021-03-03,8.59
7844,403,2021-04-28,
7844,404,2021-03-04,8.14
7844,404,2021-04-08,8.83
7844,404,2021-05-13,
7844,405,2021-03-05,8.14
7844,405,2021-04-09,8.32
7844,405,2021-05-14,
7853,301,2020-06-01,8.09
7853,301,2020-07-13,8.41
7853,301,2020-08-24,8.81
7853,302,2020-05-26,8.19
7853,302,2020-07-28,8.64
7853,303,2020-05-27,8.85
7853,303,2020-07-29,8.79
7853,304,2020-05-28,8.79
7853,304,2020-07-09,8.91
7853,304,2020-08-20,8.95
7853,305,2020-05-29,8.49
7853,305,2020-07-10,8.35
7853,305,2020-08-21,8.57
7852,201,2021-03-15,8.35
7852,201,2021-04-19,8.98
7852,201,2021-05-24,
7852,202,2021-03-09,8.3
7852,202,2021-04-13,8.89
7852,202,2021-05-18,8.54
7852,203,2021-03-10,8.83
7852,203,2021-04-14,8.71
7852,203,2021-05-19,8.36
7852,204,2021-03-11,8.21
7852,204,2021-04-29,8.04
7852,205,2021-03-12,8.16
7852,205,2021-04-30,8.72
7852,206,2021-03-13,8.81
7852,206,2021-05-01,8.73
7862,201,2021-03-15,9.04
7862,201,2021-04-19,9.4
7862,201,2021-05-24,9.14
7862,202,2021-03-09,9.48
7862,202,2021-04-13,9.19
7862,202,2021-05-18,9.69
7862,203,2021-03-10,9.96
7862,203,2021-04-14,9.43
7862,203,2021-05-19,9.56
7862,204,2021-03-11,9.88
7862,204,2021-04-29,9.26
7862,205,2021-03-12,9.49
7862,205,2021-04-30,9.75
7862,206,2021-03-13,9.26
7862,206,2021-05-01,9.93
7874,401,2021-03-08,9.61
7874,401,2021-04-12,9.23
7874,401,2021-05-17,9.63
7874,402,2021-03-02,9.31
7874,402,2021-04-27,9.42
7874,403,2021-03-03,9.53
7874,403,2021-04-28,9.86
7874,404,2021-03-04,9.67
7874,404,2021-04-08,9.6
7874,404,2021-05-13,9.36
7874,405,2021-03-05,9.45
7874,405,2021-04-09,9.6
7874,405,2021-05-14,9.33
7872,201,2021-03-15,9.09
7872,201,2021-04-19,9.21
7872,201,2021-05-24,9.99
7872,202,2021-03-09,9.7
7872,202,2021-04-13,9.77
7872,202,2021-05-18,9.03
7872,203,2021-03-10,9.62
7872,203,2021-04-14,9.89
7872,203,2021-05-19,9.54
7872,204,2021-03-11,9.24
7872,204,2021-04-29,9.51
7872,205,2021-03-12,9.17
7872,205,2021-04-30,9.19
7872,206,2021-03-13,9.06
7872,206,2021-05-01,9.81
7883,301,2020-06-01,7.18
7883,301,2020-07-13,6.05
7883,301,2020-08-24,
7883,302,2020-05-26,6.67
7883,302,2020-07-28,7.94
7883,303,2020-05-27,6.96
7883,303,2020-07-29,6.21
7883,304,2020-05-28,6.47
7883,304,2020-07-09,6.09
7883,304,2020-08-20,
7883,305,2020-05-29,7.98
7883,305,2020-07-10,6.74
7883,305,2020-08-21,
7881,101,2021-06-21,7.94
7881,101,2021-08-02,6.33
7881,101,2021-09-13,7.14
7881,102,2021-06-15,6.6
7881,102,2021-08-24,6.09
7881,103,2021-06-16,6.54
7881,103,2021-08-25,6.17
7881,104,2021-06-17,7.23
7881,104,2021-07-29,6.46
7881,104,2021-09-09,6.32
7881,105,2021-06-18,6.33
7881,105,2021-07-30,6.58
7881,105,2021-09-10,6.46
7894,401,2021-03-08,6.29
7894,401,2021-04-12,6.1
7894,401,2021-05-17,7.72
7894,402,2021-03-02,6.44
7894,402,2021-04-27,7.38
7894,403,2021-03-03,7.86
7894,403,2021-04-28,7.98
7894,404,2021-03-04,7.33
7894,404,2021-04-08,6.89
7894,404,2021-05-13,7.55
7894,405,2021-03-05,6.98
7894,405,2021-04-09,6.77
7894,405,2021-05-14,7.72
7895,501,2020-06-15,6.28
7895,501,2020-07-27,6.05
7895,501,2020-09-07,6.22
7895,502,2020-06-09,7.71
7895,502,2020-08-11,7.69
7895,503,2020-06-10,6.73
7895,503,2020-08-12,6.92
7895,504,2020-06-11,7.24
7895,504,2020-07-23,7.36
7895,504,2020-09-03,6.51
7895,505,2020-06-12,7.63
7895,505,2020-07-24,6.96
7895,505,2020-09-04,6.65
7901,101,2021-06-21,8.63
7901,101,2021-08-02,
7901,101,2021-09-13,
7901,102,2021-06-15,8.43
7901,102,2021-08-24,
7901,103,2021-06-16,8.18
7901,103,2021-08-25,
7901,104,2021-06-17,8.45
7901,104,2021-07-29,8.0
7901,104,2021-09-09,
7901,105,2021-06-18,8.14
7901,105,2021-07-30,
7901,105,2021-09-10,
7912,201,2021-03-15,8.91
7912,201,2021-04-19,8.16
7912,201,2021-05-24,8.62
7912,202,2021-03-09,8.08
7912,202,2021-04-13,8.55
7912,202,2021-05-18,8.31
7912,203,2021-03-10,8.03
7912,203,2021-04-14,8.06
7912,203,2021-05-19,8.88
7912,204,2021-03-11,8.82
7912,204,2021-04-29,8.92
7912,205,2021-03-12,8.13
7912,205,2021-04-30,8.29
7912,206,2021-03-13,8.08
7912,206,2021-05-01,9.0
7914,401,2021-03-08,8.74
7914,401,2021-04-12,8.87
7914,401,2021-05-17,8.67
7914,402,2021-03-02,8.31
7914,402,2021-04-27,8.97
7914,403,2021-03-03,8.03
7914,403,2021-04-28,8.82
7914,404,2021-03-04,8.16
7914,404,2021-04-08,8.08
7914,404,2021-05-13,8.6
7914,405,2021-03-05,8.18
7914,405,2021-04-09,8.4
7914,405,2021-05-14,8.84
7934,401,2021-03-08,9.96
7934,401,2021-04-12,
7934,401,2021-05-17,
7934,402,2021-03-02,9.15
7934,402,2021-04-27,
7934,403,2021-03-03,9.39
7934,403,2021-04-28,
7934,404,2021-03-04,9.52
7934,404,2021-04-08,
7934,404,2021-05-13,
7934,405,2021-03-05,9.8
7934,405,2021-04-09,
7934,405,2021-05-14,
7932,201,2021-03-15,9.2
7932,201,2021-04-19,9.5
7932,201,2021-05-24,9.14
7932,202,2021-03-09,9.89
7932,202,2021-04-13,9.2
7932,202,2021-05-18,9.65
7932,203,2021-03-10,9.78
7932,203,2021-04-14,9.48
7932,203,2021-05-19,9.28
7932,204,2021-03-11,9.21
7932,204,2021-04-29,9.3
7932,205,2021-03-12,9.45
7932,205,2021-04-30,9.64
7932,206,2021-03-13,9.98
7932,206,2021-05-01,9.44
7945,501,2020-06-15,8.76
7945,501,2020-07-27,8.66
7945,501,2020-09-07,8.56
7945,502,2020-06-09,8.01
7945,502,2020-08-11,8.2
7945,503,2020-06-10,8.07
7945,503,2020-08-12,8.45
7945,504,2020-06-11,8.75
7945,504,2020-07-23,8.81
7945,504,2020-09-03,8.61
7945,505,2020-06-12,8.11
7945,505,2020-07-24,8.37
7945,505,2020-09-04,8.57
7953,301,2020-06-01,6.02
7953,301,2020-07-13,
7953,301,2020-08-24,
7953,302,2020-05-26,7.62
7953,302,2020-07-28,
7953,303,2020-05-27,7.58
7953,303,2020-07-29,
7953,304,2020-05-28,6.03
7953,304,2020-07-09,
7953,304,2020-08-20,
7953,305,2020-05-29,7.02
7953,305,2020-07-10,
7953,305,2020-08-21,
7952,201,2021-03-15,7.55
7952,201,2021-04-19,6.85
7952,201,2021-05-24,7.62
7952,202,2021-03-09,7.53
7952,202,2021-04-13,6.65
7952,202,2021-05-18,7.23
7952,203,2021-03-10,7.13
7952,203,2021-04-14,6.77
7952,203,2021-05-19,6.18
7952,204,2021-03-11,6.19
7952,204,2021-04-29,6.5
7952,205,2021-03-12,7.67
7952,205,2021-04-30,7.33
7952,206,2021-03-13,6.4
7952,206,2021-05-01,6.31
7965,501,2020-06-15,8.18
7965,501,2020-07-27,8.9
7965,501,2020-09-07,8.51
7965,502,2020-06-09,8.5
7965,502,2020-08-11,8.31
7965,503,2020-06-10,8.58
7965,503,2020-08-12,8.8
7965,504,2020-06-11,8.83
7965,504,2020-07-23,8.14
7965,504,2020-09-03,8.86
7965,505,2020-06-12,8.37
7965,505,2020-07-24,8.86
7965,505,2020-09-04,8.95
7962,201,2021-03-15,8.4
7962,201,2021-04-19,8.79
7962,201,2021-05-24,8.56
7962,202,2021-03-09,8.79
7962,202,2021-04-13,8.45
7962,202,2021-05-18,8.36
7962,203,2021-03-10,8.29
7962,203,2021-04-14,8.15
7962,203,2021-05-19,8.72
7962,204,2021-03-11,8.95
7962,204,2021-04-29,8.3
7962,205,2021-03-12,8.34
7962,205,2021-04-30,8.99
7962,206,2021-03-13,8.09
7962,206,2021-05-01,8.59
7972,201,2021-03-15,6.7
7972,201,2021-04-19,6.94
7972,201,2021-05-24,
7972,202,2021-03-09,7.12
7972,202,2021-04-13,6.21
7972,202,2021-05-18,
7972,203,2021-03-10,7.38
7972,203,2021-04-14,7.95
7972,203,2021-05-19,
7972,204,2021-03-11,6.72
7972,204,2021-04-29,
7972,205,2021-03-12,6.59
7972,205,2021-04-30,
7972,206,2021-03-13,6.99
7972,206,2021-05-01,
7981,101,2021-06-21,9.6
7981,101,2021-08-02,9.71
7981,101,2021-09-13,
7981,102,2021-06-15,9.11
7981,102,2021-08-24,
7981,103,2021-06-16,9.9
7981,103,2021-08-25,
7981,104,2021-06-17,9.46
7981,104,2021-07-29,9.22
7981,104,2021-09-09,
7981,105,2021-06-18,9.06
7981,105,2021-07-30,9.22
7981,105,2021-09-10,
7995,501,2020-06-15,8.57
7995,501,2020-07-27,8.62
7995,501,2020-09-07,8.81
7995,502,2020-06-09,8.3
7995,502,2020-08-11,8.01
7995,503,2020-06-10,8.23
7995,503,2020-08-12,8.11
7995,504,2020-06-11,8.46
7995,504,2020-07-23,8.26
7995,504,2020-09-03,8.89
7995,505,2020-06-12,8.19
7995,505,2020-07-24,8.34
7995,505,2020-09-04,8.36
7992,201,2021-03-15,8.47
7992,201,2021-04-19,8.42
7992,201,2021-05-24,8.96
7992,202,2021-03-09,8.55
7992,202,2021-04-13,8.75
7992,202,2021-05-18,8.63
7992,203,2021-03-10,8.94
7992,203,2021-04-14,8.03
7992,203,2021-05-19,8.64
7992,204,2021-03-11,8.89
7992,204,2021-04-29,8.51
7992,205,2021-03-12,8.81
7992,205,2021-04-30,8.44
7992,206,2021-03-13,8.33
7992,206,2021-05-01,8.79
8003,301,2020-06-01,8.06
8003,301,2020-07-13,8.8
8003,301,2020-08-24,8.82
8003,302,2020-05-26,8.4
8003,302,2020-07-28,8.16
8003,303,2020-05-27,8.76
8003,303,2020-07-29,8.62
8003,304,2020-05-28,8.31
8003,304,2020-07-09,8.58
8003,304,2020-08-20,8.05
8003,305,2020-05-29,8.42
8003,305,2020-07-10,8.16
8003,305,2020-08-21,8.8
8014,401,2021-03-08,8.96
8014,401,2021-04-12,8.41
8014,401,2021-05-17,8.22
8014,402,2021-03-02,8.92
8014,402,2021-04-27,8.19
8014,403,2021-03-03,8.9
8014,403,2021-04-28,8.54
8014,404,2021-03-04,8.45
8014,404,2021-04-08,8.54
8014,404,2021-05-13,8.72
8014,405,2021-03-05,8.71
8014,405,2021-04-09,8.43
8014,405,2021-05-14,8.98
8021,101,2021-06-21,4.48
8021,101,2021-08-02,3.27
8021,101,2021-09-13,1.41
8021,102,2021-06-15,5.07
8021,102,2021-08-24,4.13
8021,103,2021-06-16,2.42
8021,103,2021-08-25,3.75
8021,104,2021-06-17,4.34
8021,104,2021-07-29,3.48
8021,104,2021-09-09,3.64
8021,105,2021-06-18,5.55
8021,105,2021-07-30,1.39
8021,105,2021-09-10,3.25
8045,501,2020-06-15,1.82
8045,501,2020-07-27,2.16
8045,501,2020-09-07,
8045,502,2020-06-09,1.85
8045,502,2020-08-11,5.55
8045,503,2020-06-10,4.01
8045,503,2020-08-12,2.56
8045,504,2020-06-11,5.44
8045,504,2020-07-23,2.87
8045,504,2020-09-03,
8045,505,2020-06-12,4.45
8045,505,2020-07-24,2.11
8045,505,2020-09-04,
8042,201,2021-03-15,1.15
8042,201,2021-04-19,3.05
8042,201,2021-05-24,3.7
8042,202,2021-03-09,0.39
8042,202,2021-04-13,0.08
8042,202,2021-05-18,0.68
8042,203,2021-03-10,2.86
8042,203,2021-04-14,3.97
8042,203,2021-05-19,1.78
8042,204,2021-03-11,0.84
8042,204,2021-04-29,2.54
8042,205,2021-03-12,3.21
8042,205,2021-04-30,1.89
8042,206,2021-03-13,1.77
8042,206,2021-05-01,4.21
8051,101,2021-06-21,1.05
8051,101,2021-08-02,5.23
8051,101,2021-09-13,
8051,102,2021-06-15,0.11
8051,102,2021-08-24,2.32
8051,103,2021-06-16,0.66
8051,103,2021-08-25,0.85
8051,104,2021-06-17,2.13
8051,104,2021-07-29,2.67
8051,104,2021-09-09,
8051,105,2021-06-18,3.99
8051,105,2021-07-30,3.94
8051,105,2021-09-10,
8064,401,2021-03-08,2.05
8064,401,2021-04-12,2.07
8064,401,2021-05-17,2.23
8064,402,2021-03-02,1.71
8064,402,2021-04-27,1.33
8064,403,2021-03-03,0.24
8064,403,2021-04-28,3.59
8064,404,2021-03-04,1.45
8064,404,2021-04-08,4.58
8064,404,2021-05-13,4.62
8064,405,2021-03-05,5.28
8064,405,2021-04-09,1.37
8064,405,2021-05-14,1.34
8061,101,2021-06-21,1.04
8061,101,2021-08-02,2.5
8061,101,2021-09-13,4.22
8061,102,2021-06-15,2.76
8061,102,2021-08-24,5.57
8061,103,2021-06-16,0.06
8061,103,2021-08-25,3.58
8061,104,2021-06-17,2.5
8061,104,2021-07-29,1.89
8061,104,2021-09-09,2.62
8061,105,2021-06-18,2.48
8061,105,2021-07-30,5.92
8061,105,2021-09-10,5.31
8071,101,2021-06-21,4.95
8071,101,2021-08-02,3.74
8071,101,2021-09-13,
8071,102,2021-06-15,0.95
8071,102,2021-08-24,
8071,103,2021-06-16,3.67
8071,103,2021-08-25,
8071,104,2021-06-17,1.31
8071,104,2021-07-29,5.34
8071,104,2021-09-09,
8071,105,2021-06-18,1.45
8071,105,2021-07-30,2.74
8071,105,2021-09-10,
8072,201,2021-03-15,5.91
8072,201,2021-04-19,
8072,201,2021-05-24,
8072,202,2021-03-09,1.65
8072,202,2021-04-13,
8072,202,2021-05-18,
8072,203,2021-03-10,5.77
8072,203,2021-04-14,
8072,203,2021-05-19,
8072,204,2021-03-11,2.46
8072,204,2021-04-29,
8072,205,2021-03-12,5.65
8072,205,2021-04-30,
8072,206,2021-03-13,4.52
8072,206,2021-05-01,
8094,401,2021-03-08,7.36
8094,401,2021-04-12,6.59
8094,401,2021-05-17,6.01
8094,402,2021-03-02,7.39
8094,402,2021-04-27,7.3
8094,403,2021-03-03,7.34
8094,403,2021-04-28,6.64
8094,404,2021-03-04,6.41
8094,404,2021-04-08,7.45
8094,404,2021-05-13,7.87
8094,405,2021-03-05,7.27
8094,405,2021-04-09,6.43
8094,405,2021-05-14,7.95
8095,501,2020-06-15,7.71
8095,501,2020-07-27,6.78
8095,501,2020-09-07,
8095,502,2020-06-09,6.81
8095,502,2020-08-11,6.59
8095,503,2020-06-10,6.04
8095,503,2020-08-12,6.73
8095,504,2020-06-11,6.43
